File,Status,Segment,Method,Species,Confidence,Start,End
rec_d1_00_07_30.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_07_36.250000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_07_39.250000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_07_42.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_07_44.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_07_44.750000.wav,success,0,Ensemble Voting,Balearica regulorum_Gray Crowned-Crane,0.4962,0.00,3.00
rec_d1_00_07_47.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_08_35.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_08_38.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_08_54.250000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9779,0.00,3.00
rec_d1_00_08_54.250000.wav,success,0,Ensemble Voting,Balearica regulorum_Gray Crowned-Crane,0.8870,0.00,3.00
rec_d1_00_09_01.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9908,0.00,3.00
rec_d1_00_09_06.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_09_10.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_09_16.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_09_56.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9996,0.00,3.00
rec_d1_00_09_56.wav,success,0,Ensemble Voting,Burhinus capensis_Spotted Thick-knee,0.9006,0.00,3.00
rec_d1_00_09_58.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_10_01.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_10_04.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_10_07.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_10_10.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_10_17.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_10_42.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_10_46.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_10_49.250000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_10_59.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_11_02.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_12_13.wav,success,0,Ensemble Voting,Eurasian Collared Dove,0.4091,0.00,3.00
rec_d1_00_12_13.wav,success,0,Ensemble Voting,Turdus merula_Common Blackbird,0.1648,0.00,3.00
rec_d1_00_12_13.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.1530,0.00,3.00
rec_d1_00_12_45.250000.wav,success,0,Ensemble Voting,Eurasian Collared Dove,0.5474,0.00,3.00
rec_d1_00_12_45.250000.wav,success,0,Ensemble Voting,Pica pica_Eurasian Magpie,0.1791,0.00,3.00
rec_d1_00_12_45.250000.wav,success,0,Ensemble Voting,Ciconia ciconia_White Stork,0.1682,0.00,3.00
rec_d1_00_13_04.750000.wav,success,0,Ensemble Voting,Common Wood Pigeon,0.4324,0.00,3.00
rec_d1_00_13_04.750000.wav,success,0,Ensemble Voting,Columba livia_Rock Pigeon,0.2209,0.00,3.00
rec_d1_00_13_04.750000.wav,success,0,Ensemble Voting,Turdus merula_Common Blackbird,0.1543,0.00,3.00
rec_d1_00_15_05.500000.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.3202,0.00,3.00
rec_d1_00_15_05.500000.wav,success,0,Ensemble Voting,Phylloscopus collybita_Common Chiffchaff,0.1526,0.00,3.00
rec_d1_00_15_05.500000.wav,success,0,Ensemble Voting,Turdus merula_Common Blackbird,0.0935,0.00,3.00
rec_d1_00_18_30.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9991,0.00,3.00
rec_d1_00_19_07.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_19_09.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_21_54.500000.wav,success,0,Ensemble Voting,Fulica atra_Eurasian Coot,0.9172,0.00,3.00
rec_d1_00_21_54.500000.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.0533,0.00,3.00
rec_d1_00_25_09.500000.wav,success,0,Ensemble Voting,Columba palumbus_Common Wood Pigeon,0.9942,0.00,3.00
rec_d1_00_25_09.500000.wav,success,0,Ensemble Voting,Columba livia_Rock Pigeon,0.3298,0.00,3.00
rec_d1_00_25_09.500000.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.1548,0.00,3.00
rec_d1_00_25_18.750000.wav,success,0,Ensemble Voting,Eurasian Collared Dove,0.5532,0.00,3.00
rec_d1_00_25_18.750000.wav,success,0,Ensemble Voting,Common Wood Pigeon,0.3180,0.00,3.00
rec_d1_00_25_26.wav,success,0,Ensemble Voting,Canada Goose,0.8843,0.00,3.00
rec_d1_00_26_11.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.1914,0.00,3.00
rec_d1_00_26_11.750000.wav,success,0,Ensemble Voting,Columba livia_Rock Pigeon,0.1799,0.00,3.00
rec_d1_00_26_11.750000.wav,success,0,Ensemble Voting,Turdus merula_Common Blackbird,0.0981,0.00,3.00
rec_d1_00_26_24.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9807,0.00,3.00
rec_d1_00_26_29.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_28_00.250000.wav,success,0,Ensemble Voting,Common Wood Pigeon,0.4294,0.00,3.00
rec_d1_00_28_00.250000.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.3664,0.00,3.00
rec_d1_00_28_00.250000.wav,success,0,Ensemble Voting,Fulica atra_Eurasian Coot,0.1150,0.00,3.00
rec_d1_00_28_12.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.4381,0.00,3.00
rec_d1_00_28_12.wav,success,0,Ensemble Voting,Columba palumbus_Common Wood Pigeon,0.1487,0.00,3.00
rec_d1_00_28_12.wav,success,0,Ensemble Voting,Corvus corone_Carrion Crow,0.0950,0.00,3.00
rec_d1_00_30_24.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_30_28.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_30_28.500000.wav,success,0,Ensemble Voting,Balearica regulorum_Gray Crowned-Crane,0.8253,0.00,3.00
rec_d1_00_30_53.750000.wav,success,0,Ensemble Voting,Pica pica_Eurasian Magpie,0.3417,0.00,3.00
rec_d1_00_30_53.750000.wav,success,0,Ensemble Voting,Turdus merula_Common Blackbird,0.1747,0.00,3.00
rec_d1_00_30_53.750000.wav,success,0,Ensemble Voting,Upupa epops_Eurasian Hoopoe,0.1656,0.00,3.00
rec_d1_00_30_57.500000.wav,success,0,Ensemble Voting,Columba livia_Rock Pigeon,0.4662,0.00,3.00
rec_d1_00_30_57.500000.wav,success,0,Ensemble Voting,Pica pica_Eurasian Magpie,0.1268,0.00,3.00
rec_d1_00_30_57.500000.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.0780,0.00,3.00
rec_d1_00_32_41.wav,success,0,Ensemble Voting,Eurasian Collared Dove,0.9279,0.00,3.00
rec_d1_00_32_41.wav,success,0,Ensemble Voting,Phylloscopus collybita_Common Chiffchaff,0.1781,0.00,3.00
rec_d1_00_32_41.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.1328,0.00,3.00
rec_d1_00_35_39.250000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.2969,0.00,3.00
rec_d1_00_35_39.250000.wav,success,0,Ensemble Voting,Pica pica_Eurasian Magpie,0.1342,0.00,3.00
rec_d1_00_35_39.250000.wav,success,0,Ensemble Voting,Parus major_Great Tit,0.1139,0.00,3.00
rec_d1_00_39_23.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.4238,0.00,3.00
rec_d1_00_39_23.wav,success,0,Ensemble Voting,Balearica regulorum_Gray Crowned-Crane,0.3034,0.00,3.00
rec_d1_00_39_23.wav,success,0,Ensemble Voting,Corvus corone_Carrion Crow,0.1488,0.00,3.00
rec_d1_00_41_01.250000.wav,success,0,Ensemble Voting,Columba livia_Rock Pigeon,0.1412,0.00,3.00
rec_d1_00_41_01.250000.wav,success,0,Ensemble Voting,Fringilla coelebs_Eurasian Chaffinch,0.1302,0.00,3.00
rec_d1_00_41_01.250000.wav,success,0,Ensemble Voting,Pica pica_Eurasian Magpie,0.1020,0.00,3.00
rec_d1_00_41_04.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.3476,0.00,3.00
rec_d1_00_41_04.wav,success,0,Ensemble Voting,Corvus corone_Carrion Crow,0.1534,0.00,3.00
rec_d1_00_41_04.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.1004,0.00,3.00
rec_d1_00_42_31.250000.wav,success,0,Ensemble Voting,Eurasian Chaffinch,0.3752,0.00,3.00
rec_d1_00_42_31.250000.wav,success,0,Ensemble Voting,Eurasian Collared Dove,0.3424,0.00,3.00
rec_d1_00_42_31.250000.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.1583,0.00,3.00
rec_d1_00_45_09.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9800,0.00,3.00
rec_d1_00_45_09.750000.wav,success,0,Ensemble Voting,Corvus corone_Carrion Crow,0.0884,0.00,3.00
rec_d1_00_45_09.750000.wav,success,0,Ensemble Voting,Columba livia_Rock Pigeon,0.0669,0.00,3.00
rec_d1_00_46_23.750000.wav,success,0,Ensemble Voting,Common Wood Pigeon,0.7443,0.00,3.00
rec_d1_00_46_23.750000.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.1244,0.00,3.00
rec_d1_00_46_23.750000.wav,success,0,Ensemble Voting,Fringilla coelebs_Eurasian Chaffinch,0.1038,0.00,3.00
rec_d1_00_46_26.500000.wav,success,0,Ensemble Voting,Columba palumbus_Common Wood Pigeon,0.9997,0.00,3.00
rec_d1_00_49_02.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9392,0.00,3.00
rec_d1_00_49_05.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_49_05.750000.wav,success,0,Ensemble Voting,Burhinus capensis_Spotted Thick-knee,0.8148,0.00,3.00
rec_d1_00_49_09.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_00_49_09.500000.wav,success,0,Ensemble Voting,Balearica regulorum_Gray Crowned-Crane,0.9575,0.00,3.00
rec_d1_00_51_41.250000.wav,success,0,Ensemble Voting,Common Wood Pigeon,0.4686,0.00,3.00
rec_d1_00_51_41.250000.wav,success,0,Ensemble Voting,Turdus merula_Common Blackbird,0.1431,0.00,3.00
rec_d1_00_51_41.250000.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.1398,0.00,3.00
rec_d1_00_51_44.250000.wav,success,0,Ensemble Voting,Common Wood Pigeon,0.6725,0.00,3.00
rec_d1_00_51_44.250000.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.2794,0.00,3.00
rec_d1_00_51_44.250000.wav,success,0,Ensemble Voting,Turdus merula_Common Blackbird,0.1280,0.00,3.00
rec_d1_00_51_58.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9989,0.00,3.00
rec_d1_00_51_58.750000.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.0514,0.00,3.00
rec_d1_00_53_34.wav,success,0,Ensemble Voting,Common Wood Pigeon,0.3368,0.00,3.00
rec_d1_00_53_34.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.3255,0.00,3.00
rec_d1_00_53_34.wav,success,0,Ensemble Voting,Fulica atra_Eurasian Coot,0.1630,0.00,3.00
rec_d1_00_55_55.250000.wav,success,0,Ensemble Voting,Columba livia_Rock Pigeon,0.2044,0.00,3.00
rec_d1_00_55_55.250000.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.1289,0.00,3.00
rec_d1_00_55_55.250000.wav,success,0,Ensemble Voting,Fulica atra_Eurasian Coot,0.0937,0.00,3.00
rec_d1_00_56_00.wav,success,0,Ensemble Voting,Columba palumbus_Common Wood Pigeon,0.9199,0.00,3.00
rec_d1_00_56_00.wav,success,0,Ensemble Voting,Corvus corone_Carrion Crow,0.3308,0.00,3.00
rec_d1_00_56_00.wav,success,0,Ensemble Voting,Turdus merula_Common Blackbird,0.1980,0.00,3.00
rec_d1_00_57_07.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9172,0.00,3.00
rec_d1_00_57_23.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9809,0.00,3.00
rec_d1_00_57_45.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.6185,0.00,3.00
rec_d1_00_57_45.500000.wav,success,0,Ensemble Voting,Corvus corone_Carrion Crow,0.2431,0.00,3.00
rec_d1_00_58_34.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.4090,0.00,3.00
rec_d1_00_58_34.wav,success,0,Ensemble Voting,Phylloscopus collybita_Common Chiffchaff,0.0873,0.00,3.00
rec_d1_00_58_34.wav,success,0,Ensemble Voting,Corvus corone_Carrion Crow,0.0789,0.00,3.00
rec_d1_00_58_54.500000.wav,success,0,Ensemble Voting,Balearica regulorum_Gray Crowned-Crane,0.8898,0.00,3.00
rec_d1_00_58_54.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.3401,0.00,3.00
rec_d1_00_58_54.500000.wav,success,0,Ensemble Voting,Corvus corone_Carrion Crow,0.2105,0.00,3.00
rec_d1_01_00_04.250000.wav,success,0,Ensemble Voting,Columba livia_Rock Pigeon,0.3051,0.00,3.00
rec_d1_01_00_04.250000.wav,success,0,Ensemble Voting,Pica pica_Eurasian Magpie,0.1049,0.00,3.00
rec_d1_01_00_04.250000.wav,success,0,Ensemble Voting,Columba palumbus_Common Wood Pigeon,0.0772,0.00,3.00
rec_d1_01_00_07.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.3857,0.00,3.00
rec_d1_01_00_07.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.1427,0.00,3.00
rec_d1_01_00_07.wav,success,0,Ensemble Voting,Phylloscopus collybita_Common Chiffchaff,0.0881,0.00,3.00
rec_d1_01_02_02.500000.wav,success,0,Ensemble Voting,Passer domesticus_House Sparrow,0.6023,0.00,3.00
rec_d1_01_02_02.500000.wav,success,0,Ensemble Voting,Pica pica_Eurasian Magpie,0.1164,0.00,3.00
rec_d1_01_02_02.500000.wav,success,0,Ensemble Voting,Turdus merula_Common Blackbird,0.0853,0.00,3.00
rec_d1_01_02_16.500000.wav,success,0,Ensemble Voting,Quelea quelea_Red-billed Quelea,0.9511,0.00,3.00
rec_d1_01_02_16.500000.wav,success,0,Ensemble Voting,Turdus merula_Common Blackbird,0.2379,0.00,3.00
rec_d1_01_02_16.500000.wav,success,0,Ensemble Voting,Passer domesticus_House Sparrow,0.2270,0.00,3.00
rec_d1_01_02_20.500000.wav,success,0,Ensemble Voting,Turdus merula_Common Blackbird,0.5653,0.00,3.00
rec_d1_01_02_20.500000.wav,success,0,Ensemble Voting,Passer domesticus_House Sparrow,0.1057,0.00,3.00
rec_d1_01_02_20.500000.wav,success,0,Ensemble Voting,Pica pica_Eurasian Magpie,0.0796,0.00,3.00
rec_d1_01_02_26.wav,success,0,Ensemble Voting,Common Blackbird,0.5199,0.00,3.00
rec_d1_01_02_26.wav,success,0,Ensemble Voting,Ciconia ciconia_White Stork,0.6633,0.00,3.00
rec_d1_01_02_29.750000.wav,success,0,Ensemble Voting,Common Blackbird,0.4276,0.00,3.00
rec_d1_01_02_29.750000.wav,success,0,Ensemble Voting,Passer domesticus_House Sparrow,0.2790,0.00,3.00
rec_d1_01_02_29.750000.wav,success,0,Ensemble Voting,Parus major_Great Tit,0.1743,0.00,3.00
rec_d1_01_03_07.500000.wav,success,0,Ensemble Voting,Quelea quelea_Red-billed Quelea,0.9997,0.00,3.00
rec_d1_01_03_07.500000.wav,success,0,Ensemble Voting,Passer domesticus_House Sparrow,0.4751,0.00,3.00
rec_d1_01_03_07.500000.wav,success,0,Ensemble Voting,Corvus monedula_Eurasian Jackdaw,0.1201,0.00,3.00
rec_d1_01_03_10.250000.wav,success,0,Ensemble Voting,Quelea quelea_Red-billed Quelea,0.9997,0.00,3.00
rec_d1_01_03_10.250000.wav,success,0,Ensemble Voting,Passer domesticus_House Sparrow,0.4056,0.00,3.00
rec_d1_01_03_10.250000.wav,success,0,Ensemble Voting,Phylloscopus collybita_Common Chiffchaff,0.0944,0.00,3.00
rec_d1_01_03_28.wav,success,0,Ensemble Voting,Quelea quelea_Red-billed Quelea,0.9245,0.00,3.00
rec_d1_01_03_28.wav,success,0,Ensemble Voting,Pica pica_Eurasian Magpie,0.3003,0.00,3.00
rec_d1_01_03_28.wav,success,0,Ensemble Voting,Passer domesticus_House Sparrow,0.1457,0.00,3.00
rec_d1_01_03_45.wav,success,0,Ensemble Voting,Quelea quelea_Red-billed Quelea,0.9997,0.00,3.00
rec_d1_01_03_45.wav,success,0,Ensemble Voting,Passer domesticus_House Sparrow,0.1893,0.00,3.00
rec_d1_01_03_45.wav,success,0,Ensemble Voting,Fringilla coelebs_Eurasian Chaffinch,0.1210,0.00,3.00
rec_d1_01_03_56.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.6940,0.00,3.00
rec_d1_01_03_56.500000.wav,success,0,Ensemble Voting,Quelea quelea_Red-billed Quelea,0.3935,0.00,3.00
rec_d1_01_03_56.500000.wav,success,0,Ensemble Voting,Pica pica_Eurasian Magpie,0.0673,0.00,3.00
rec_d1_01_04_23.wav,success,0,Ensemble Voting,Passer domesticus_House Sparrow,0.3092,0.00,3.00
rec_d1_01_04_23.wav,success,0,Ensemble Voting,Pica pica_Eurasian Magpie,0.1560,0.00,3.00
rec_d1_01_04_23.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.1202,0.00,3.00
rec_d1_01_05_21.250000.wav,success,0,Ensemble Voting,Columba palumbus_Common Wood Pigeon,0.9869,0.00,3.00
rec_d1_01_05_21.250000.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.1568,0.00,3.00
rec_d1_01_05_21.250000.wav,success,0,Ensemble Voting,Turdus merula_Common Blackbird,0.1455,0.00,3.00
rec_d1_01_05_33.500000.wav,success,0,Ensemble Voting,Common Wood Pigeon,0.5952,0.00,3.00
rec_d1_01_05_33.500000.wav,success,0,Ensemble Voting,Columba livia_Rock Pigeon,0.4239,0.00,3.00
rec_d1_01_05_33.500000.wav,success,0,Ensemble Voting,Streptopelia decaocto_Eurasian Collared Dove,0.0852,0.00,3.00
rec_d1_01_06_22.750000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9991,0.00,3.00
rec_d1_01_06_35.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9997,0.00,3.00
rec_d1_01_09_09.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.9991,0.00,3.00
rec_d1_01_09_40.500000.wav,success,0,Ensemble Voting,Branta canadensis_Canada Goose,0.3811,0.00,3.00
rec_d1_01_09_40.500000.wav,success,0,Ensemble Voting,Pica pica_Eurasian Magpie,0.0994,0.00,3.00
rec_d1_01_09_40.500000.wav,success,0,Ensemble Voting,Corvus corone_Carrion Crow,0.0904,0.00,3.00
rec_d1_01_09_49.500000.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.2798,0.00,3.00
rec_d1_01_09_49.500000.wav,success,0,Ensemble Voting,Fulica atra_Eurasian Coot,0.2385,0.00,3.00
rec_d1_01_09_49.500000.wav,success,0,Ensemble Voting,Pica pica_Eurasian Magpie,0.0872,0.00,3.00
rec_d1_01_10_10.750000.wav,success,0,Ensemble Voting,Common Blackbird,0.4121,0.00,3.00
rec_d1_01_10_10.750000.wav,success,0,Ensemble Voting,Eurasian Chaffinch,0.3919,0.00,3.00
rec_d1_01_10_10.750000.wav,success,0,Ensemble Voting,Phylloscopus collybita_Common Chiffchaff,0.0735,0.00,3.00
rec_d1_01_13_21.750000.wav,success,0,Ensemble Voting,Common Blackbird,0.9013,0.00,3.00
rec_d1_01_13_21.750000.wav,success,0,Ensemble Voting,Quelea quelea_Red-billed Quelea,0.9638,0.00,3.00
rec_d1_01_13_49.750000.wav,success,0,Ensemble Voting,Common Blackbird,0.6976,0.00,3.00
rec_d1_01_13_49.750000.wav,success,0,Ensemble Voting,Passer domesticus_House Sparrow,0.1743,0.00,3.00
rec_d1_01_13_49.750000.wav,success,0,Ensemble Voting,Fringilla coelebs_Eurasian Chaffinch,0.1228,0.00,3.00
rec_d1_01_14_24.500000.wav,success,0,Ensemble Voting,Passer domesticus_House Sparrow,0.1949,0.00,3.00
rec_d1_01_14_24.500000.wav,success,0,Ensemble Voting,Turdus merula_Common Blackbird,0.1468,0.00,3.00
rec_d1_01_14_24.500000.wav,success,0,Ensemble Voting,Columba livia_Rock Pigeon,0.1271,0.00,3.00
rec_d1_01_15_26.250000.wav,success,0,Ensemble Voting,Quelea quelea_Red-billed Quelea,0.8942,0.00,3.00
rec_d1_01_15_26.250000.wav,success,0,Ensemble Voting,Common Blackbird,0.3294,0.00,3.00
rec_d1_01_15_26.250000.wav,success,0,Ensemble Voting,Corvus monedula_Eurasian Jackdaw,0.1463,0.00,3.00
rec_d1_01_17_52.wav,success,0,Ensemble Voting,Gallinula chloropus_Eurasian Moorhen,0.8966,0.00,3.00
