Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,2.75,Branta canadensis,Canada Goose,0.9267,rec_d1_00_10_01.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.9301,rec_d1_00_10_04.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.9668,rec_d1_00_10_07.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.9173,rec_d1_00_10_10.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.6061,rec_d1_00_10_17.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8490,rec_d1_00_10_42.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.9634,rec_d1_00_10_46.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.9144,rec_d1_00_10_49.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.7015,rec_d1_00_10_59.wav
0.0,2.75,Branta canadensis,Canada Goose,0.7619,rec_d1_00_11_02.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0698,rec_d1_00_18_30.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8650,rec_d1_00_19_07.wav
0.0,2.75,Branta canadensis,Canada Goose,0.4340,rec_d1_00_19_09.750000.wav
0.0,2.75,Fulica atra,Eurasian Coot,0.0924,rec_d1_00_21_54.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0831,rec_d1_00_26_24.wav
0.0,2.75,Branta canadensis,Canada Goose,0.5799,rec_d1_00_26_29.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2346,rec_d1_00_30_24.wav
0.0,2.75,Branta canadensis,Canada Goose,0.4867,rec_d1_00_30_28.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1410,rec_d1_00_49_02.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1805,rec_d1_00_49_05.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.3020,rec_d1_00_49_09.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1439,rec_d1_00_51_58.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1192,rec_d1_01_06_22.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8038,rec_d1_01_06_35.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.4523,rec_d1_01_09_09.wav
0.0,2.75,Gallinula chloropus,Eurasian Moorhen,0.1477,rec_d1_01_17_52.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1480,rec_d1_01_28_09.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.6844,rec_d1_01_28_17.wav
0.0,2.75,Branta canadensis,Canada Goose,0.7182,rec_d1_01_28_20.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8186,rec_d1_01_28_23.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.7874,rec_d1_01_28_26.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1590,rec_d1_01_34_30.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.6659,rec_d1_01_39_50.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1117,rec_d1_01_45_39.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1663,rec_d1_01_45_52.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2423,rec_d1_01_52_08.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2761,rec_d1_01_52_10.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1514,rec_d1_01_52_24.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2254,rec_d1_01_59_21.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.4258,rec_d1_01_59_26.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1942,rec_d1_02_09_25.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8103,rec_d1_02_10_00.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.6489,rec_d1_02_10_03.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.9023,rec_d1_02_10_07.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.7806,rec_d1_02_10_10.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2233,rec_d1_02_10_13.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2188,rec_d1_02_10_56.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2832,rec_d1_02_11_32.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8602,rec_d1_02_11_34.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.7702,rec_d1_02_14_00.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.9192,rec_d1_02_14_03.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8974,rec_d1_02_14_06.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8405,rec_d1_02_14_08.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8933,rec_d1_02_14_11.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8152,rec_d1_02_15_22.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8747,rec_d1_02_15_25.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8257,rec_d1_02_15_29.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2042,rec_d1_02_27_05.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.4108,rec_d1_02_29_57.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.4218,rec_d1_02_30_00.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8245,rec_d1_02_33_39.wav
0.0,2.75,Branta canadensis,Canada Goose,0.7116,rec_d1_02_33_42.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.3838,rec_d1_02_33_46.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1067,rec_d1_02_49_58.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.4914,rec_d1_02_50_03.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.5044,rec_d1_02_50_07.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1447,rec_d1_02_50_10.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.5010,rec_d1_02_50_14.wav
0.0,2.75,Branta canadensis,Canada Goose,0.4158,rec_d1_02_50_18.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1995,rec_d1_02_50_27.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1838,rec_d1_02_50_34.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.4301,rec_d1_02_50_44.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0702,rec_d1_02_50_47.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.3014,rec_d1_02_50_52.wav
0.0,2.75,Burhinus capensis,Spotted Thick-knee,0.0534,rec_d1_02_59_41.250000.wav
0.0,2.75,Burhinus capensis,Spotted Thick-knee,0.4062,rec_d1_02_59_44.250000.wav
0.0,2.75,Burhinus capensis,Spotted Thick-knee,0.9013,rec_d1_02_59_47.wav
0.0,2.75,Burhinus capensis,Spotted Thick-knee,0.2656,rec_d1_02_59_49.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.6333,rec_d1_03_01_03.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.4761,rec_d1_03_07_48.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1962,rec_d1_03_24_16.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2242,rec_d1_03_35_08.wav
0.0,2.75,Branta canadensis,Canada Goose,0.5196,rec_d1_03_37_11.wav
0.0,2.75,Fulica atra,Eurasian Coot,0.0601,rec_d1_03_38_13.750000.wav
0.0,2.75,Fulica atra,Eurasian Coot,0.0781,rec_d1_03_38_17.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8080,rec_d1_03_40_45.wav
0.0,2.75,Branta canadensis,Canada Goose,0.4593,rec_d1_03_40_47.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0728,rec_d1_03_49_09.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.5058,rec_d1_04_04_22.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2613,rec_d1_04_04_25.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0780,rec_d1_04_04_38.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0782,rec_d1_04_04_48.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.6007,rec_d1_04_30_35.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1240,rec_d1_04_30_38.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.4882,rec_d1_04_42_35.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1040,rec_d1_04_43_19.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1471,rec_d1_04_53_54.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0500,rec_d1_04_56_16.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1634,rec_d1_05_00_53.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2798,rec_d1_05_01_37.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0994,rec_d1_05_01_40.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.6277,rec_d1_05_03_05.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2668,rec_d1_05_03_26.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2622,rec_d1_05_03_36.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.3493,rec_d1_05_03_43.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2529,rec_d1_05_04_31.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.5511,rec_d1_05_04_48.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8158,rec_d1_05_04_51.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.3310,rec_d1_05_05_15.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.9540,rec_d1_05_05_48.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.6876,rec_d1_05_06_26.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.3695,rec_d1_05_06_30.wav
0.0,2.75,Branta canadensis,Canada Goose,0.5950,rec_d1_05_06_32.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.3878,rec_d1_05_06_35.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0527,rec_d1_05_06_40.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8315,rec_d1_05_06_53.wav
0.0,2.75,Branta canadensis,Canada Goose,0.7523,rec_d1_05_06_56.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8729,rec_d1_05_06_59.wav
0.0,2.75,Branta canadensis,Canada Goose,0.9096,rec_d1_05_07_01.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.8773,rec_d1_05_07_07.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0958,rec_d1_05_07_30.750000.wav
0.0,2.75,Balearica regulorum,Gray Crowned-Crane,0.1672,rec_d1_05_12_49.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1076,rec_d1_05_12_49.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0616,rec_d1_05_14_15.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.7754,rec_d1_05_15_06.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.5848,rec_d1_05_15_09.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.6670,rec_d1_05_15_16.wav
0.0,2.75,Branta canadensis,Canada Goose,0.4392,rec_d1_05_15_18.750000.wav
0.0,2.75,Parus major,Great Tit,0.1121,rec_d1_05_26_39.500000.wav
0.0,2.75,Cinnyricinclus leucogaster,Violet-backed Starling,0.0623,rec_d1_05_27_00.wav
0.0,2.75,Parus major,Great Tit,0.2501,rec_d1_05_27_03.750000.wav
0.0,2.75,Pica pica,Eurasian Magpie,0.0612,rec_d1_05_28_09.250000.wav
0.0,2.75,Corvus corone,Carrion Crow,0.0983,rec_d1_05_28_13.wav
0.0,2.75,Pica pica,Eurasian Magpie,0.0620,rec_d1_05_28_13.wav
0.0,2.75,Pica pica,Eurasian Magpie,0.6982,rec_d1_05_28_36.250000.wav
0.0,2.75,Pica pica,Eurasian Magpie,0.1206,rec_d1_05_28_39.wav
0.0,2.75,Pica pica,Eurasian Magpie,0.0788,rec_d1_05_28_48.250000.wav
0.0,2.75,Parus major,Great Tit,0.0699,rec_d1_05_36_26.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1656,rec_d1_05_38_23.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.3983,rec_d1_05_38_26.750000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.1138,rec_d1_05_43_40.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0761,rec_d1_05_47_42.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0702,rec_d1_05_57_49.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0591,rec_d1_06_03_37.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1634,rec_d1_06_03_42.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1068,rec_d1_06_04_34.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0835,rec_d1_06_06_24.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1965,rec_d1_06_06_33.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0807,rec_d1_06_06_53.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0505,rec_d1_06_06_56.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1658,rec_d1_06_07_03.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0547,rec_d1_06_07_14.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0936,rec_d1_06_07_31.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1094,rec_d1_06_08_17.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1533,rec_d1_06_09_32.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1481,rec_d1_06_09_46.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0924,rec_d1_06_09_50.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.3294,rec_d1_06_10_01.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.6837,rec_d1_06_10_24.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.2070,rec_d1_06_11_08.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0525,rec_d1_06_11_15.750000.wav
0.0,2.75,Pica pica,Eurasian Magpie,0.0577,rec_d1_06_11_26.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.4961,rec_d1_06_12_06.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1554,rec_d1_06_12_32.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1389,rec_d1_06_13_47.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.2477,rec_d1_06_14_13.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.2693,rec_d1_06_14_17.750000.wav
0.0,2.75,Pica pica,Eurasian Magpie,0.0662,rec_d1_06_15_51.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0518,rec_d1_06_16_17.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0682,rec_d1_06_16_39.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1827,rec_d1_06_16_42.wav
0.0,2.75,Branta canadensis,Canada Goose,0.1896,rec_d1_06_20_30.wav
0.0,2.75,Phylloscopus collybita,Common Chiffchaff,0.1546,rec_d1_06_20_49.500000.wav
0.0,2.75,Phylloscopus collybita,Common Chiffchaff,0.0812,rec_d1_06_21_14.250000.wav
0.0,2.75,Phylloscopus collybita,Common Chiffchaff,0.0652,rec_d1_06_22_03.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0822,rec_d1_06_24_05.750000.wav
0.0,2.75,Cinnyricinclus leucogaster,Violet-backed Starling,0.2334,rec_d1_06_27_14.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1206,rec_d1_06_28_03.500000.wav
0.0,2.75,Parus major,Great Tit,0.0529,rec_d1_06_30_04.250000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0626,rec_d1_06_34_34.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0768,rec_d1_06_34_37.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1671,rec_d1_06_35_24.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.7351,rec_d1_06_35_33.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1484,rec_d1_06_36_39.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1053,rec_d1_06_36_52.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.9739,rec_d1_06_37_00.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1336,rec_d1_06_37_13.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0759,rec_d1_06_37_18.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0577,rec_d1_06_37_40.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.3802,rec_d1_06_39_14.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1541,rec_d1_06_39_30.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.3727,rec_d1_06_39_34.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.2518,rec_d1_06_39_37.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.2626,rec_d1_06_40_08.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1619,rec_d1_06_40_28.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.3041,rec_d1_06_40_49.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1380,rec_d1_06_40_57.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.3208,rec_d1_06_40_59.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1112,rec_d1_06_41_13.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1071,rec_d1_06_41_25.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0911,rec_d1_06_41_44.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0851,rec_d1_06_42_27.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2019,rec_d1_06_43_08.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.5633,rec_d1_06_43_48.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2071,rec_d1_06_43_50.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.7039,rec_d1_06_43_53.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.5710,rec_d1_06_44_01.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.6616,rec_d1_06_44_20.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0531,rec_d1_06_45_09.500000.wav
0.0,2.75,Cinnyricinclus leucogaster,Violet-backed Starling,0.1534,rec_d1_06_48_10.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0859,rec_d1_06_48_20.750000.wav
0.0,2.75,Columba livia,Rock Pigeon,0.0558,rec_d1_06_48_44.750000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.6071,rec_d1_06_48_51.250000.wav
0.0,2.75,Cinnyricinclus leucogaster,Violet-backed Starling,0.3639,rec_d1_06_51_00.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0552,rec_d1_06_51_14.750000.wav
0.0,2.75,Cinnyricinclus leucogaster,Violet-backed Starling,0.0912,rec_d1_06_55_46.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0917,rec_d1_06_55_58.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.4285,rec_d1_06_58_22.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1672,rec_d1_06_58_47.wav
0.0,2.75,Cinnyricinclus leucogaster,Violet-backed Starling,0.1817,rec_d1_06_59_00.500000.wav
0.0,2.75,Phylloscopus collybita,Common Chiffchaff,0.1155,rec_d1_07_02_00.500000.wav
0.0,2.75,Cinnyricinclus leucogaster,Violet-backed Starling,0.4807,rec_d1_07_03_37.500000.wav
0.0,2.75,Pica pica,Eurasian Magpie,0.0581,rec_d1_07_07_53.wav
0.0,2.75,Phylloscopus collybita,Common Chiffchaff,0.2857,rec_d1_07_14_47.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0882,rec_d1_07_15_56.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0594,rec_d1_07_15_59.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1072,rec_d1_07_16_19.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.4106,rec_d1_07_16_22.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.2094,rec_d1_07_17_50.250000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.8495,rec_d1_07_19_19.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0595,rec_d1_07_19_25.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.6074,rec_d1_07_21_20.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0923,rec_d1_07_22_34.500000.wav
0.0,2.75,Cinnyricinclus leucogaster,Violet-backed Starling,0.4800,rec_d1_07_24_20.wav
0.0,2.75,Ciconia ciconia,White Stork,0.9999,rec_d1_07_26_34.750000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.0930,rec_d1_07_27_57.500000.wav
0.0,2.75,Branta canadensis,Canada Goose,0.2730,rec_d1_07_30_49.wav
0.0,2.75,Corvus corone,Carrion Crow,0.0549,rec_d1_07_30_51.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1841,rec_d1_07_35_10.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.5837,rec_d1_07_35_26.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0746,rec_d1_07_35_29.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.2648,rec_d1_07_35_42.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.2212,rec_d1_07_35_52.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1080,rec_d1_07_36_00.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1570,rec_d1_07_36_06.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.3746,rec_d1_07_36_19.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0703,rec_d1_07_36_37.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0680,rec_d1_07_36_39.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.4261,rec_d1_07_36_44.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1337,rec_d1_07_36_54.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0693,rec_d1_07_37_05.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0608,rec_d1_07_37_11.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1125,rec_d1_07_37_20.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0646,rec_d1_07_37_34.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.3020,rec_d1_07_38_05.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.4472,rec_d1_07_38_11.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1909,rec_d1_07_38_15.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.4300,rec_d1_07_38_35.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.2209,rec_d1_07_38_38.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0600,rec_d1_07_38_54.250000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.2040,rec_d1_07_39_03.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0512,rec_d1_07_39_06.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1068,rec_d1_07_39_10.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.3212,rec_d1_07_39_18.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0913,rec_d1_07_39_21.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.5675,rec_d1_07_39_31.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.1063,rec_d1_07_39_34.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.2822,rec_d1_07_40_52.500000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.0923,rec_d1_07_41_07.750000.wav
0.0,2.75,Quelea quelea,Red-billed Quelea,0.3771,rec_d1_07_41_11.250000.wav
