Start (s),End (s),Scientific name,Common name,Confidence,File
0.0,2.75,Pica pica,Eurasian Magpie,0.0964,rec_d1_05_31_03.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9834,rec_d1_05_31_06.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.5694,rec_d1_05_31_33.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.5670,rec_d1_05_31_39.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.5075,rec_d1_05_31_48.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.4492,rec_d1_05_31_52.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.3156,rec_d1_05_31_58.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.2255,rec_d1_05_32_03.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.7494,rec_d1_05_32_05.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.8888,rec_d1_05_32_08.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9034,rec_d1_05_32_11.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.2711,rec_d1_05_32_14.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.7537,rec_d1_05_32_17.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.8098,rec_d1_05_32_20.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.6028,rec_d1_05_32_23.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.7086,rec_d1_05_32_27.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.6441,rec_d1_05_32_30.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.7793,rec_d1_05_32_33.250000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.3389,rec_d1_05_32_51.250000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.2482,rec_d1_05_32_54.250000.wav
0.0,2.75,Ciconia ciconia,White Stork,0.8264,rec_d1_05_32_57.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.1096,rec_d1_05_33_00.250000.wav
0.0,2.75,Egretta garzetta,Little Egret,0.0528,rec_d1_05_33_00.250000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.1374,rec_d1_05_33_04.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.6520,rec_d1_05_33_11.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9884,rec_d1_05_33_14.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9795,rec_d1_05_33_17.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9925,rec_d1_05_33_20.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.5832,rec_d1_05_33_26.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.1293,rec_d1_05_33_50.250000.wav
0.0,2.75,Gallinula chloropus,Eurasian Moorhen,0.0512,rec_d1_05_33_50.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.8802,rec_d1_05_34_18.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.0906,rec_d1_05_34_21.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.5871,rec_d1_05_34_54.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9546,rec_d1_05_35_14.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.3727,rec_d1_05_35_19.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.0546,rec_d1_05_35_22.500000.wav
0.0,2.75,Egretta garzetta,Little Egret,0.0703,rec_d1_05_35_44.250000.wav
0.0,2.75,Egretta garzetta,Little Egret,0.3566,rec_d1_05_36_45.750000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.2165,rec_d1_05_36_49.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.0974,rec_d1_05_36_53.500000.wav
0.0,2.75,Pica pica,Eurasian Magpie,0.0913,rec_d1_05_36_53.500000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.0550,rec_d1_05_37_23.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.1460,rec_d1_05_37_26.750000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.0781,rec_d1_05_37_34.250000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0752,rec_d1_05_37_37.250000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0896,rec_d1_05_38_00.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.7638,rec_d1_05_38_10.500000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0529,rec_d1_05_38_10.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.0930,rec_d1_05_38_20.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9902,rec_d1_05_38_27.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9556,rec_d1_05_38_30.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.7381,rec_d1_05_38_33.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.1832,rec_d1_05_39_21.wav
0.0,2.75,Pica pica,Eurasian Magpie,0.1129,rec_d1_05_39_21.wav
0.0,2.75,Corvus corone,Carrion Crow,0.2307,rec_d1_05_39_25.250000.wav
0.0,2.75,Corvus corone,Carrion Crow,0.2441,rec_d1_05_39_29.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.8390,rec_d1_05_39_33.250000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.4697,rec_d1_05_39_37.250000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.8858,rec_d1_05_39_42.500000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.3050,rec_d1_05_39_49.wav
0.0,2.75,Corvus corone,Carrion Crow,0.0595,rec_d1_05_40_12.250000.wav
0.0,2.75,Corvus corone,Carrion Crow,0.5454,rec_d1_05_40_18.750000.wav
0.0,2.75,Corvus corone,Carrion Crow,0.4931,rec_d1_05_40_22.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.6553,rec_d1_05_40_35.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.7932,rec_d1_05_40_38.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9553,rec_d1_05_40_40.750000.wav
0.0,2.75,Corvus corone,Carrion Crow,0.2834,rec_d1_05_40_52.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.1748,rec_d1_05_41_04.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.1743,rec_d1_05_41_27.750000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.4854,rec_d1_05_41_47.500000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.5159,rec_d1_05_41_56.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.1712,rec_d1_05_42_21.750000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.2755,rec_d1_05_42_26.500000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.5160,rec_d1_05_42_29.250000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.7772,rec_d1_05_42_37.250000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.6812,rec_d1_05_42_40.750000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.9545,rec_d1_05_43_03.500000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.9319,rec_d1_05_43_14.250000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.3786,rec_d1_05_43_17.250000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.0588,rec_d1_05_43_22.wav
0.0,2.75,Ciconia ciconia,White Stork,0.5479,rec_d1_05_43_27.750000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.7389,rec_d1_05_43_33.wav
0.0,2.75,Corvus corone,Carrion Crow,0.1715,rec_d1_05_44_38.250000.wav
0.0,2.75,Milvus migrans,Black Kite,0.9855,rec_d1_05_44_41.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0669,rec_d1_05_45_08.750000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0602,rec_d1_05_45_11.500000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0570,rec_d1_05_45_14.250000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0651,rec_d1_05_45_23.wav
0.0,2.75,Passer domesticus,House Sparrow,0.3957,rec_d1_05_45_30.250000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.1180,rec_d1_05_45_33.500000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.1856,rec_d1_05_45_36.250000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.2874,rec_d1_05_45_39.750000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0934,rec_d1_05_45_42.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.1911,rec_d1_05_45_49.250000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.2699,rec_d1_05_45_54.wav
0.0,2.75,Passer domesticus,House Sparrow,0.2671,rec_d1_05_45_57.250000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0632,rec_d1_05_46_00.750000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.1122,rec_d1_05_46_03.500000.wav
0.0,2.75,Pica pica,Eurasian Magpie,0.1686,rec_d1_05_46_06.750000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0683,rec_d1_05_46_06.750000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.6905,rec_d1_05_46_10.500000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0986,rec_d1_05_46_10.500000.wav
0.0,2.75,Milvus migrans,Black Kite,0.3063,rec_d1_05_46_27.250000.wav
0.0,2.75,Fulica atra,Eurasian Coot,0.2406,rec_d1_05_46_48.wav
0.0,2.75,Gallinula chloropus,Eurasian Moorhen,0.0869,rec_d1_05_46_48.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.9585,rec_d1_05_46_53.750000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.4308,rec_d1_05_46_57.wav
0.0,2.75,Ciconia ciconia,White Stork,0.4110,rec_d1_05_46_57.wav
0.0,2.75,Ciconia ciconia,White Stork,0.8899,rec_d1_05_47_01.500000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.5980,rec_d1_05_47_01.500000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.2343,rec_d1_05_47_04.750000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0513,rec_d1_05_47_17.500000.wav
0.0,2.75,Corvus corone,Carrion Crow,0.2073,rec_d1_05_47_28.750000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.1001,rec_d1_05_47_28.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9292,rec_d1_05_47_34.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9958,rec_d1_05_47_37.wav
0.0,2.75,Pica pica,Eurasian Magpie,0.0628,rec_d1_05_47_40.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.1896,rec_d1_05_47_45.250000.wav
0.0,2.75,Corvus corone,Carrion Crow,0.1447,rec_d1_05_48_19.500000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0531,rec_d1_05_48_19.500000.wav
0.0,2.75,Corvus corone,Carrion Crow,0.1781,rec_d1_05_48_22.500000.wav
0.0,2.75,Egretta garzetta,Little Egret,0.1780,rec_d1_05_48_32.500000.wav
0.0,2.75,Corvus corone,Carrion Crow,0.0785,rec_d1_05_48_32.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.2334,rec_d1_05_49_28.wav
0.0,2.75,Gallinula chloropus,Eurasian Moorhen,0.8101,rec_d1_05_49_44.wav
0.0,2.75,Gallinula chloropus,Eurasian Moorhen,0.0758,rec_d1_05_50_03.750000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.1588,rec_d1_05_50_07.750000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.0693,rec_d1_05_50_07.750000.wav
0.0,2.75,Ciconia ciconia,White Stork,0.8840,rec_d1_05_50_34.750000.wav
0.0,2.75,Ciconia ciconia,White Stork,0.9224,rec_d1_05_50_37.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9903,rec_d1_05_50_40.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.7561,rec_d1_05_50_43.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.7747,rec_d1_05_50_46.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.6474,rec_d1_05_50_55.250000.wav
0.0,2.75,Gallinula chloropus,Eurasian Moorhen,0.9203,rec_d1_05_51_00.500000.wav
0.0,2.75,Fulica atra,Eurasian Coot,0.1194,rec_d1_05_51_00.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.0874,rec_d1_05_51_23.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.4976,rec_d1_05_51_27.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.4121,rec_d1_05_51_29.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9337,rec_d1_05_51_33.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.8806,rec_d1_05_51_36.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.8015,rec_d1_05_51_38.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.8290,rec_d1_05_51_41.500000.wav
0.0,2.75,Egretta garzetta,Little Egret,0.1041,rec_d1_05_52_07.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.0613,rec_d1_05_52_07.750000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0500,rec_d1_05_52_07.750000.wav
0.0,2.75,Egretta garzetta,Little Egret,0.0630,rec_d1_05_52_32.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.3730,rec_d1_05_52_35.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.0533,rec_d1_05_52_38.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.7004,rec_d1_05_52_41.wav
0.0,2.75,Gallinula chloropus,Eurasian Moorhen,0.1637,rec_d1_05_53_05.750000.wav
0.0,2.75,Corvus monedula,Eurasian Jackdaw,0.0868,rec_d1_05_53_05.750000.wav
0.0,2.75,Egretta garzetta,Little Egret,0.1121,rec_d1_05_53_13.wav
0.0,2.75,Passer domesticus,House Sparrow,0.1053,rec_d1_05_53_20.wav
0.0,2.75,Egretta garzetta,Little Egret,0.1727,rec_d1_05_53_23.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0864,rec_d1_05_53_47.wav
0.0,2.75,Milvus migrans,Black Kite,0.0607,rec_d1_05_53_50.250000.wav
0.0,2.75,Ciconia ciconia,White Stork,0.5935,rec_d1_05_53_58.750000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.4567,rec_d1_05_54_03.750000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.1844,rec_d1_05_54_06.750000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.1627,rec_d1_05_54_10.500000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.0834,rec_d1_05_54_15.750000.wav
0.0,2.75,Passer domesticus,House Sparrow,0.1033,rec_d1_05_54_25.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.5514,rec_d1_05_54_30.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.5750,rec_d1_05_54_41.750000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.3924,rec_d1_05_54_44.500000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9521,rec_d1_05_54_47.250000.wav
0.0,2.75,Phoenicopterus roseus,Greater Flamingo,0.9873,rec_d1_05_54_50.wav
