Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.1170,rec_d1_12_47_18.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.2774,rec_d1_12_47_44.250000.wav
0.0,3.0,Branta canadensis,Canada Goose,0.1101,rec_d1_12_47_44.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.8739,rec_d1_12_47_44.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9615,rec_d1_12_47_49.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9823,rec_d1_12_47_49.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.5262,rec_d1_12_47_54.750000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.8979,rec_d1_12_47_54.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.4174,rec_d1_12_48_00.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9097,rec_d1_12_48_00.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.6458,rec_d1_12_48_06.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.8074,rec_d1_12_48_06.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.3892,rec_d1_12_48_14.750000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.4725,rec_d1_12_48_14.750000.wav
3.0,5.25,Passer domesticus,House Sparrow,0.1631,rec_d1_12_48_14.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.7182,rec_d1_12_48_20.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.6215,rec_d1_12_48_20.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.2690,rec_d1_12_48_33.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.3360,rec_d1_12_48_39.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9967,rec_d1_12_48_39.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9089,rec_d1_12_48_44.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9734,rec_d1_12_48_44.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9581,rec_d1_12_48_50.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9701,rec_d1_12_48_50.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.3450,rec_d1_12_49_03.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.0758,rec_d1_12_49_09.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.0505,rec_d1_12_49_09.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.2371,rec_d1_12_49_15.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.6453,rec_d1_12_49_23.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.1718,rec_d1_12_49_33.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.6551,rec_d1_12_49_44.500000.wav
3.0,5.25,Branta canadensis,Canada Goose,0.1635,rec_d1_12_49_44.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.4680,rec_d1_12_49_50.wav
0.0,3.0,Branta canadensis,Canada Goose,0.0891,rec_d1_12_49_50.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9921,rec_d1_12_49_50.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9355,rec_d1_12_49_55.750000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.1554,rec_d1_12_49_55.750000.wav
3.0,5.25,Branta canadensis,Canada Goose,0.0936,rec_d1_12_49_55.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.6945,rec_d1_12_50_01.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.0515,rec_d1_12_50_01.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.6590,rec_d1_12_50_07.wav
0.0,3.0,Branta canadensis,Canada Goose,0.1508,rec_d1_12_50_07.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9396,rec_d1_12_50_07.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.8966,rec_d1_12_50_17.750000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9890,rec_d1_12_50_17.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.0712,rec_d1_12_50_25.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.5291,rec_d1_12_50_25.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.3470,rec_d1_12_50_37.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.2696,rec_d1_12_50_49.750000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.8135,rec_d1_12_50_49.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.4009,rec_d1_12_50_55.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.1015,rec_d1_12_50_55.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9325,rec_d1_12_51_16.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.4422,rec_d1_12_51_24.250000.wav
0.0,3.0,Branta canadensis,Canada Goose,0.6912,rec_d1_12_51_31.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.3458,rec_d1_12_51_38.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9693,rec_d1_12_51_38.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.1824,rec_d1_12_51_43.750000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.7882,rec_d1_12_51_43.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.8229,rec_d1_12_51_49.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.4558,rec_d1_12_51_49.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9346,rec_d1_12_52_03.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.2487,rec_d1_12_52_03.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.4456,rec_d1_12_52_08.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.1612,rec_d1_12_52_08.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.7471,rec_d1_12_52_14.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9150,rec_d1_12_52_14.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.4413,rec_d1_12_52_20.750000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.2229,rec_d1_12_52_20.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.6101,rec_d1_12_52_28.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.1417,rec_d1_12_52_28.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.1612,rec_d1_12_52_33.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.5179,rec_d1_12_52_39.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.1986,rec_d1_12_52_39.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.8335,rec_d1_12_52_44.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.8630,rec_d1_12_52_50.750000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9923,rec_d1_12_52_50.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.5219,rec_d1_12_52_56.750000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.6372,rec_d1_12_52_56.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.7996,rec_d1_12_53_02.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.4764,rec_d1_12_53_24.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.7758,rec_d1_12_53_33.wav
0.0,3.0,Branta canadensis,Canada Goose,0.1264,rec_d1_12_53_33.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.2802,rec_d1_12_53_33.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.1647,rec_d1_12_53_40.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.5806,rec_d1_12_53_40.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.1347,rec_d1_12_53_46.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9793,rec_d1_12_53_46.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9306,rec_d1_12_53_52.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.1828,rec_d1_12_53_52.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9792,rec_d1_12_53_57.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9073,rec_d1_12_53_57.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.7618,rec_d1_12_54_02.750000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9916,rec_d1_12_54_02.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9854,rec_d1_12_54_11.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9724,rec_d1_12_54_11.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9807,rec_d1_12_54_17.750000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9166,rec_d1_12_54_17.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9875,rec_d1_12_54_25.250000.wav
0.0,3.0,Branta canadensis,Canada Goose,0.1337,rec_d1_12_54_25.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.1627,rec_d1_12_54_25.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9206,rec_d1_12_54_30.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.0725,rec_d1_12_54_30.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9950,rec_d1_12_54_40.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.8884,rec_d1_12_54_40.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9196,rec_d1_12_54_45.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.8538,rec_d1_12_54_45.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9762,rec_d1_12_54_50.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9644,rec_d1_12_54_50.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.6494,rec_d1_12_54_57.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.9135,rec_d1_12_54_57.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.7604,rec_d1_12_55_04.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.3130,rec_d1_12_55_04.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.6873,rec_d1_12_55_09.500000.wav
3.0,5.25,Branta canadensis,Canada Goose,0.1233,rec_d1_12_55_09.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.2355,rec_d1_12_55_25.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.8075,rec_d1_12_55_41.250000.wav
0.0,3.0,Branta canadensis,Canada Goose,0.1557,rec_d1_12_55_41.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.5787,rec_d1_12_55_41.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.3415,rec_d1_12_55_46.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.0870,rec_d1_12_55_46.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.6545,rec_d1_12_56_17.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9913,rec_d1_12_56_24.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.2337,rec_d1_12_56_24.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.0806,rec_d1_12_56_29.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.3648,rec_d1_12_56_29.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.3526,rec_d1_12_56_36.750000.wav
3.0,5.25,Branta canadensis,Canada Goose,0.7613,rec_d1_12_56_36.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.7787,rec_d1_12_56_44.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.1735,rec_d1_12_56_44.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.8404,rec_d1_12_57_10.750000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.4490,rec_d1_12_57_10.750000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.4756,rec_d1_12_57_18.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.4018,rec_d1_12_57_18.500000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.1941,rec_d1_12_57_37.250000.wav
3.0,5.25,Branta canadensis,Canada Goose,0.2200,rec_d1_12_57_37.250000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.1354,rec_d1_12_57_37.250000.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.6954,rec_d1_12_57_42.500000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.3878,rec_d1_12_57_42.500000.wav
0.0,3.0,Branta canadensis,Canada Goose,0.3929,rec_d1_12_57_51.750000.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.4245,rec_d1_12_58_07.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.0552,rec_d1_12_58_14.wav
3.0,5.25,Phoenicopterus roseus,Greater Flamingo,0.0552,rec_d1_12_58_14.wav
0.0,3.0,Phoenicopterus roseus,Greater Flamingo,0.9861,rec_d1_12_58_19.250000.wav
